id,endToEndId,originClientId,destinationKeyValue,amount,timestamp,key,key_type,institution,branch,account_number,account_type,owner_type,owner_name,cnpj,company_name,registration_date,status,status_date,share_capital,branch_type,common_transfers_client,all_transfers,confidence_score,fraud_reasons
86fd7a62-3d1a-40df-8861-eefddae82475,E6074694820240825F87519D449624386,2,43606098932405,47652.64,2024-08-25T20:09:55,43606098932405,CNPJ,BANCO DO BRASIL S.A.,4042,41371217,CONTA_CORRENTE,PESSOA_JURIDICA,Melo da Rocha - EI,43606098932405,Melo da Rocha - EI,2020-01-30,ATIVA,2024-12-02,3267079.96,FILIAL,0,1195,0.75,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
66d2a489-715a-4e70-baad-0a9f28c57014,E60746948202406166570E1B970BA40C2,1,1767735115193,95266.81,2024-06-16T17:10:15,1767735115193,CNPJ,ITAÚ UNIBANCO S.A.,4938,85917062,CONTA_POUPANCA,PESSOA_JURIDICA,Casa Grande,1767735115193,Casa Grande,2016-10-08,ATIVA,2024-06-11,9470323.66,MATRIZ,0,1102,0.75,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
d6fd7dd9-d1ca-40ea-bc1a-9e4afe9517aa,E6074694820240220A55F4E639EA94F89,4,26821541292361,36747.45,2024-02-20T02:38:11,26821541292361,CNPJ,ITAÚ UNIBANCO S.A.,7298,85408943,CONTA_POUPANCA,PESSOA_JURIDICA,Martins,26821541292361,Martins,2022-12-24,ATIVA,2024-10-01,8561974.15,MATRIZ,0,69,0.2,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Muito baixa movimentação anual']"
d888c116-d959-4817-a553-dabea2f9571f,E6074694820240402B932DF5589E14022,5,55640489452300,73906.07,2024-04-02T14:27:11,55640489452300,CNPJ,BANCO SANTANDER (BRASIL) S.A.,6392,20383331,CONTA_CORRENTE,PESSOA_JURIDICA,da Cruz Pimenta - ME,55640489452300,da Cruz Pimenta - ME,2018-01-06,ATIVA,2025-03-03,7621968.42,MATRIZ,1,1191,1.0,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
054b51ef-2f67-47c7-9e72-4f8ba02ab2ee,E6074694820241008433B4656E94148BF,1,15782955827940,85197.04,2024-10-08T03:49:33,15782955827940,CNPJ,NUBANK,5959,72459832,CONTA_POUPANCA,PESSOA_JURIDICA,Camargo,15782955827940,Camargo,2017-04-10,ATIVA,2025-01-16,1806701.7,MATRIZ,3,1031,1.0,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
512f5bfc-1426-4243-af25-9199c13b0faa,E6074694820230621082DDB4FDE0F4148,4,24015913167940,2862.69,2023-06-21T06:19:40,24015913167940,CNPJ,BANRISUL,5504,46432021,CONTA_CORRENTE,PESSOA_JURIDICA,Cunha Ltda.,24015913167940,Cunha Ltda.,2020-12-05,ATIVA,2024-12-14,3068509.64,FILIAL,4,1198,0.8,"['Empresa ativa', 'Capital social elevado']"
fbd011a4-a029-4c78-a810-32723a6ed54b,E60746948202406243B15007D5E01429F,10,10127477618327,66844.7,2024-06-24T16:38:54,10127477618327,CNPJ,BANCO INTER S.A.,9232,26753023,CONTA_CORRENTE,PESSOA_JURIDICA,Freitas,10127477618327,Freitas,2022-02-16,ATIVA,2024-12-02,9721686.53,FILIAL,5,1018,0.8,"['Empresa ativa', 'Capital social elevado']"
fa8a1c05-86af-4cd7-ada1-42d81450d5da,E60746948202501252FA269C950014E1D,7,43851698903846,54895.65,2025-01-25T05:21:57,43851698903846,CNPJ,BANRISUL,7957,39041643,CONTA_POUPANCA,PESSOA_JURIDICA,Guerra,43851698903846,Guerra,2020-12-03,ATIVA,2024-06-26,7339846.63,FILIAL,0,864,0.55,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Empresa ativa', 'Capital social elevado']"
51753cc0-30e5-435c-8d03-5911fe91a0da,E6074694820231205374528C029764468,9,63759270832333,93688.28,2023-12-05T05:04:22,63759270832333,CNPJ,BANCO SANTANDER (BRASIL) S.A.,4541,22808182,CONTA_CORRENTE,PESSOA_JURIDICA,Rios e Filhos,63759270832333,Rios e Filhos,2020-11-06,ATIVA,2025-02-03,3409763.9,FILIAL,0,73,0.2,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Muito baixa movimentação anual']"
787f65b1-89b3-4f85-a42a-1c4105508edd,E60746948202306175922D398A47840AB,5,81608154020864,76705.18,2023-06-17T10:44:33,81608154020864,CNPJ,BANCO SANTANDER (BRASIL) S.A.,6203,96577682,CONTA_CORRENTE,PESSOA_JURIDICA,da Mota,81608154020864,da Mota,2022-08-16,ATIVA,2024-10-06,3027223.3,FILIAL,0,1161,0.55,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Empresa ativa', 'Capital social elevado']"
498b2c35-b818-4f0d-b1de-5d9a5846dc32,E60746948202412118A261E4D5A1A4662,3,68684416793266,23058.44,2024-12-11T17:50:22,68684416793266,CNPJ,ITAÚ UNIBANCO S.A.,9210,41116864,CONTA_CORRENTE,PESSOA_JURIDICA,Almeida e Filhos,68684416793266,Almeida e Filhos,2018-02-09,ATIVA,2024-12-20,2742663.91,MATRIZ,6,911,1.0,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
eec9e007-a5d2-46cf-9794-c3ac0469d91c,E60746948202405140CA9185A72AB41A8,9,40409988685083,81454.55,2024-05-14T23:32:08,40409988685083,CNPJ,CAIXA ECONÔMICA FEDERAL,1166,66123705,CONTA_CORRENTE,PESSOA_JURIDICA,Viana,40409988685083,Viana,2018-08-01,ATIVA,2024-08-26,390477.19,MATRIZ,0,421,0.15,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Muito baixa movimentação anual']"
4039d6bc-ea4e-4461-84d4-b97f83089d32,E60746948202503031D7D11BD6A7349F7,8,17013335610565,89383.39,2025-03-03T22:01:17,17013335610565,CNPJ,NUBANK,1272,34799420,CONTA_CORRENTE,PESSOA_JURIDICA,Marques,17013335610565,Marques,2015-06-26,ATIVA,2024-08-27,2723619.37,MATRIZ,0,79,0.4,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Muito baixa movimentação anual', 'Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
24496179-cabc-472f-8913-f195cc37b883,E607469482024012380614A2C02694194,2,3109902917974,5921.2,2024-01-23T03:26:08,3109902917974,CNPJ,BANRISUL,9957,39887510,CONTA_POUPANCA,PESSOA_JURIDICA,Brito,3109902917974,Brito,2015-12-09,ATIVA,2024-12-26,3270344.01,FILIAL,0,479,0.4,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Muito baixa movimentação anual', 'Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
c18851ba-3dbb-4a12-b19d-e9615610db29,E6074694820240401FEA77E2CD6C44B5B,2,16697695923690,98364.02,2024-04-01T18:59:37,16697695923690,CNPJ,NUBANK,2270,57213779,CONTA_CORRENTE,PESSOA_JURIDICA,Campos Rodrigues e Filhos,16697695923690,Campos Rodrigues e Filhos,2018-02-22,ATIVA,2025-03-19,7014480.03,MATRIZ,0,870,0.75,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
88ad6b25-d721-4d69-8801-41813d366871,E6074694820240207E91B3A1D73DE4B9B,10,7673065139226,53506.4,2024-02-07T22:55:24,7673065139226,CNPJ,BANCO ORIGINAL S.A.,2725,79322028,CONTA_CORRENTE,PESSOA_JURIDICA,Souza S.A.,7673065139226,Souza S.A.,2017-04-09,ATIVA,2024-07-08,5864731.9,FILIAL,7,906,1.0,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
3a1a8106-7801-4293-b675-13daf607d359,E6074694820240413C645E9D0B9984668,4,56309925452902,956.06,2024-04-13T08:45:16,56309925452902,CNPJ,BANCO ORIGINAL S.A.,1647,80081157,CONTA_CORRENTE,PESSOA_JURIDICA,Marques Gonçalves S/A,56309925452902,Marques Goncalves S/A,2017-09-29,ATIVA,2025-02-11,9076417.64,FILIAL,1,496,0.65,"['Proporção baixa de transações com este cliente', 'Muito baixa movimentação anual', 'Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
bb1b830b-6bab-4d21-a05a-90ee3af22f85,E6074694820240525A6289C1ADE564869,2,21967358752453,54014.27,2024-05-25T05:59:33,21967358752453,CNPJ,CAIXA ECONÔMICA FEDERAL,4148,19167401,CONTA_CORRENTE,PESSOA_JURIDICA,da Rocha - EI,21967358752453,da Rocha - EI,2017-05-17,ATIVA,2024-07-22,3350180.04,FILIAL,3,801,1.0,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
f296bd74-9b88-4f9e-844b-ceda485a2c42,E607469482024112806A5CC7EA8944FD5,1,82927769585406,78888.49,2024-11-28T10:00:26,82927769585406,CNPJ,BANCO DO BRASIL S.A.,4589,34831587,CONTA_POUPANCA,PESSOA_JURIDICA,Machado,82927769585406,Machado,2021-09-06,ATIVA,2025-01-29,8583176.16,MATRIZ,0,965,0.55,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Empresa ativa', 'Capital social elevado']"
6e8346f1-7e25-4a57-81c0-93d529c20571,E6074694820240609EA06284EB1B54F70,2,66843035029425,86541.68,2024-06-09T23:09:44,66843035029425,CNPJ,CAIXA ECONÔMICA FEDERAL,5950,12801456,CONTA_POUPANCA,PESSOA_JURIDICA,Rios e Filhos,66843035029425,Rios e Filhos,2021-05-05,ATIVA,2024-12-10,7025120.14,FILIAL,0,814,0.55,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Empresa ativa', 'Capital social elevado']"
66b2e5f7-afd8-4c46-b263-400c8d456afc,E6074694820241130E6CF46B3976B4D96,8,60190434458146,37136.41,2024-11-30T21:49:49,60190434458146,CNPJ,BANCO DO BRASIL S.A.,2419,16934387,CONTA_CORRENTE,PESSOA_JURIDICA,Caldeira,60190434458146,Caldeira,2016-03-24,ATIVA,2024-10-04,296690.63,MATRIZ,5,985,0.75,"['Empresa ativa', 'Empresa com mais de 5 anos de existência']"
a14d0cd2-56af-46ec-a2d2-583d5f399c3d,E6074694820240905E370A8EBF82B456D,4,90199899225108,82530.27,2024-09-05T08:07:41,90199899225108,CNPJ,BANRISUL,9900,72844546,CONTA_CORRENTE,PESSOA_JURIDICA,Freitas,90199899225108,Freitas,2017-03-28,ATIVA,2025-03-12,6874857.34,MATRIZ,2,405,0.65,"['Proporção baixa de transações com este cliente', 'Muito baixa movimentação anual', 'Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
7e29695c-87fe-4c31-b8c0-438a51dcad9d,E607469482025012288E17202086D4739,4,73842719441867,83649.66,2025-01-22T17:07:08,73842719441867,CNPJ,BANCO ORIGINAL S.A.,8035,55488162,CONTA_POUPANCA,PESSOA_JURIDICA,Mendes,73842719441867,Mendes,2019-05-16,ATIVA,2024-11-18,3983271.21,FILIAL,0,1137,0.75,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
2352f670-7fb1-41d6-a219-5b5c7e723f7f,E607469482024111208710C9FA1004E12,9,41521646719287,69101.5,2024-11-12T22:52:19,41521646719287,CNPJ,BRADESCO S.A.,7382,32869380,CONTA_POUPANCA,PESSOA_JURIDICA,Araújo Albuquerque - EI,41521646719287,Araujo Albuquerque - EI,2020-08-27,ATIVA,2024-11-05,8489963.25,MATRIZ,0,582,0.55,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Empresa ativa', 'Capital social elevado']"
0589a292-e34c-4e3e-bb90-c6f449d878ad,E60746948202502277D5CD1100A614ABC,4,65137689058578,97072.36,2025-02-27T15:02:20,65137689058578,CNPJ,BANRISUL,2310,61964500,CONTA_POUPANCA,PESSOA_JURIDICA,Ramos,65137689058578,Ramos,2020-12-13,ATIVA,2024-11-29,1496631.95,FILIAL,4,947,0.8,"['Empresa ativa', 'Capital social elevado']"
2813427f-8aea-4b05-8904-bc1acd99efba,E607469482024012622C09A9141C54BA3,2,36368676558075,37750.07,2024-01-26T04:57:44,36368676558075,CNPJ,NUBANK,2016,13021860,CONTA_POUPANCA,PESSOA_JURIDICA,Casa Grande,36368676558075,Casa Grande,2020-08-09,ATIVA,2024-05-20,590620.12,FILIAL,0,905,0.55,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Empresa ativa', 'Capital social elevado']"
b576eeb8-6996-4118-8de0-55574a2f7d6b,E6074694820231211843BF2EC01E441EC,6,84515722279696,52232.23,2023-12-11T04:35:26,84515722279696,CNPJ,BANCO ORIGINAL S.A.,5834,97837426,CONTA_POUPANCA,PESSOA_JURIDICA,Aparecida,84515722279696,Aparecida,2023-01-06,ATIVA,2025-05-12,3472705.33,FILIAL,0,1195,0.55,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Empresa ativa', 'Capital social elevado']"
b7bcc1f4-12ba-4b00-b709-9b1051b991ac,E60746948202409248EB5B12E9B44495C,2,65919564129618,47567.87,2024-09-24T04:50:02,65919564129618,CNPJ,BANCO INTER S.A.,2518,43809688,CONTA_POUPANCA,PESSOA_JURIDICA,Camargo,65919564129618,Camargo,2020-01-17,ATIVA,2024-07-07,4274089.98,FILIAL,0,10,0.4,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Muito baixa movimentação anual', 'Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
9292f407-d29d-4517-b931-ee53c8c7610f,E6074694820231128FE1954EF1AC74A09,4,28952602447570,20842.78,2023-11-28T20:08:38,28952602447570,CNPJ,BRADESCO S.A.,9704,41199041,CONTA_POUPANCA,PESSOA_JURIDICA,Azevedo,28952602447570,Azevedo,2019-11-16,ATIVA,2024-05-22,2439933.42,FILIAL,0,582,0.75,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
c70cfb15-c5b8-4d7c-adda-152501bd01a0,E6074694820241025FB6B9A7024214F5C,6,47963194256822,81156.13,2024-10-25T07:58:01,47963194256822,CNPJ,ITAÚ UNIBANCO S.A.,5965,91199136,CONTA_CORRENTE,PESSOA_JURIDICA,Mendonça Cardoso S.A.,47963194256822,Mendonca Cardoso S.A.,2017-12-03,ATIVA,2024-06-10,5594629.13,FILIAL,2,495,0.65,"['Proporção baixa de transações com este cliente', 'Muito baixa movimentação anual', 'Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
6a769848-48df-45db-a9b0-4085107e9490,E607469482025040498791AF5CC314182,9,75491701992342,8055.92,2025-04-04T02:11:41,75491701992342,CNPJ,BANCO DO BRASIL S.A.,9232,33675896,CONTA_CORRENTE,PESSOA_JURIDICA,Sá,75491701992342,Sa,2021-03-24,ATIVA,2025-04-02,9508726.7,FILIAL,4,42,0.45,"['Proporção baixa de transações com este cliente', 'Muito baixa movimentação anual', 'Empresa ativa', 'Capital social elevado']"
83e547cc-13f4-4af9-be0b-5c0b91bb31be,E6074694820231025F982E22FA07A43C6,5,14241698614204,21128.19,2023-10-25T22:35:32,14241698614204,CNPJ,ITAÚ UNIBANCO S.A.,9555,28549416,CONTA_CORRENTE,PESSOA_JURIDICA,Sousa,14241698614204,Sousa,2019-03-24,ATIVA,2024-05-27,2989578.65,MATRIZ,0,1033,0.75,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
603aea6e-437e-45bc-a0b9-8eaa14004961,E60746948202306190CB18FF3E7544074,10,46466559179404,57717.94,2023-06-19T18:59:14,46466559179404,CNPJ,BANCO INTER S.A.,9280,21779353,CONTA_CORRENTE,PESSOA_JURIDICA,Casa Grande - ME,46466559179404,Casa Grande - ME,2015-06-14,ATIVA,2024-11-18,9403861.84,FILIAL,0,510,0.4,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Muito baixa movimentação anual', 'Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
175d8535-821b-4316-8320-446f192f5d63,E6074694820250418E9724AC01B2F4003,3,92471145711702,96999.34,2025-04-18T08:36:10,92471145711702,CNPJ,BANCO ORIGINAL S.A.,3278,57985017,CONTA_CORRENTE,PESSOA_JURIDICA,Silva - ME,92471145711702,Silva - ME,2015-07-28,ATIVA,2024-07-08,876189.08,MATRIZ,1,848,0.65,"['Proporção baixa de transações com este cliente', 'Muito baixa movimentação anual', 'Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
43762860-9f09-42a3-9c32-f78ed1531b0e,E6074694820240222A7D9F9B3B7164BC2,7,64299015754848,60125.08,2024-02-22T16:17:46,64299015754848,CNPJ,BANCO BTG PACTUAL S.A.,3915,83021597,CONTA_POUPANCA,PESSOA_JURIDICA,Azevedo Alves e Filhos,64299015754848,Azevedo Alves e Filhos,2017-11-18,ATIVA,2025-05-07,3690176.62,FILIAL,0,442,0.4,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Muito baixa movimentação anual', 'Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
6820dbf6-83b8-48d7-89db-38d29e99a981,E6074694820240406BAA4B13D5B694A83,9,47109835639890,80044.71,2024-04-06T13:33:55,47109835639890,CNPJ,BRADESCO S.A.,7462,12069613,CONTA_CORRENTE,PESSOA_JURIDICA,Rodrigues,47109835639890,Rodrigues,2019-04-14,ATIVA,2025-01-19,3588132.61,FILIAL,0,100,0.4,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Muito baixa movimentação anual', 'Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
27629e93-393a-40ed-b2bf-c271d9c745b3,E6074694820240823F4178080CE734023,10,73914613076864,18720.6,2024-08-23T16:41:08,73914613076864,CNPJ,BANCO BTG PACTUAL S.A.,8948,56573074,CONTA_CORRENTE,PESSOA_JURIDICA,Freitas Barros e Filhos,73914613076864,Freitas Barros e Filhos,2018-05-01,ATIVA,2024-11-08,7704199.36,FILIAL,4,816,1.0,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
139fdc1a-d231-4857-b3bc-bb080693e1c6,E60746948202308081F32C4A2645C4702,7,15971779739785,81093.26,2023-08-08T23:33:34,15971779739785,CNPJ,BANCO SANTANDER (BRASIL) S.A.,9356,59388300,CONTA_CORRENTE,PESSOA_JURIDICA,Moraes S.A.,15971779739785,Moraes S.A.,2020-02-18,ATIVA,2025-02-01,7862898.78,FILIAL,4,9,0.9,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
8f7f58e2-f795-4825-a625-d43d0faf3496,E6074694820230909AD729F66A9C943B6,8,70355454840827,6689.45,2023-09-09T22:18:31,70355454840827,CNPJ,BANCO DO BRASIL S.A.,8458,41089703,CONTA_CORRENTE,PESSOA_JURIDICA,Mendes,70355454840827,Mendes,2020-04-12,ATIVA,2024-10-03,1085045.04,FILIAL,0,1177,0.75,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
cb539609-af43-41f1-a8af-e4601b145dbc,E60746948202309091B38B4E0810C42A4,10,53294132034972,48624.79,2023-09-09T20:07:39,53294132034972,CNPJ,BANRISUL,7871,85105698,CONTA_POUPANCA,PESSOA_JURIDICA,Albuquerque,53294132034972,Albuquerque,2016-08-01,ATIVA,2025-04-04,1587112.36,FILIAL,0,1109,0.75,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
e98c1216-1a29-4fcd-b1e8-0eaca3a98415,E6074694820241111E9A69BD6B4444E1B,8,86253706237270,92472.57,2024-11-11T04:53:59,86253706237270,CNPJ,NUBANK,4119,93380854,CONTA_CORRENTE,PESSOA_JURIDICA,Lima,86253706237270,Lima,2019-05-14,ATIVA,2024-11-13,3150775.81,FILIAL,0,75,0.4,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Muito baixa movimentação anual', 'Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
927419bd-e785-45b1-bcd4-f8091f067683,E60746948202407224543551744FD49AD,6,52048500631270,78282.28,2024-07-22T11:47:57,52048500631270,CNPJ,BANCO DO BRASIL S.A.,1271,56897418,CONTA_POUPANCA,PESSOA_JURIDICA,da Rocha,52048500631270,da Rocha,2023-02-13,ATIVA,2024-09-02,8023902.87,MATRIZ,9,430,0.8,"['Empresa ativa', 'Capital social elevado']"
6481171a-5de5-44c8-9e84-f03128ff1572,E60746948202306206844F879DF484EC5,7,85719250345110,42537.7,2023-06-20T15:50:41,85719250345110,CNPJ,BANCO ORIGINAL S.A.,1349,98126768,CONTA_CORRENTE,PESSOA_JURIDICA,Siqueira,85719250345110,Siqueira,2022-05-23,ATIVA,2024-07-24,702801.64,MATRIZ,0,87,0.2,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Muito baixa movimentação anual']"
e7b15be0-63f4-4515-87b6-12552c5a24af,E60746948202312154913480D918741B7,7,6560901302048,41827.94,2023-12-15T06:34:54,6560901302048,CNPJ,BANRISUL,1112,72918294,CONTA_CORRENTE,PESSOA_JURIDICA,Garcia Fonseca S/A,6560901302048,Garcia Fonseca S/A,2016-04-16,ATIVA,2024-10-01,9477726.36,MATRIZ,0,571,0.4,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Muito baixa movimentação anual', 'Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
